year,annotation,Average Load
2003,,28.0
2004,,30.0
2005,,26.0
2006,,23.0
2007,,25.0
2008,,24.0
2009,,29.0
2010,,32.0
2011,,31.0
2012,,32.0
2013,,24.0
2014,start of forecast,28.0
2015,,29.0
2016,,29.0
2017,,29.0
2018,,29.0
2019,,29.0
2020,,29.0
2021,,29.0
2022,,29.0
2023,,29.0
2024,,29.0
2025,,29.0
2026,,29.0
2027,,29.0
2028,,29.0
2029,,29.0
2030,,29.0
2031,,29.0
2032,,29.0
2033,,29.0
2034,,29.0
2035,,29.0
2036,,29.0
2037,,29.0
2038,,29.0
2039,,29.0
2040,,29.0
