year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,251116
2004,,0,0,0,0,0,407200
2005,,0,0,0,0,0,276070
2006,,0,0,0,0,0,130189
2007,,0,0,0,0,0,108520
2008,,0,0,0,0,0,259170
2009,,0,0,0,0,0,296654
2010,,0,0,0,0,0,360697
2011,,0,0,0,0,0,333242
2012,,0,0,0,0,0,320596
2013,,0,0,0,0,0,286550
2014,start of forecast,0,0,0,0,0,311000
2015,,0,0,0,0,0,311000
2016,,0,0,0,0,0,311000
2017,,0,0,0,0,0,312000
2018,,0,0,0,0,0,312000
2019,,0,0,0,0,0,312000
2020,,0,0,0,0,0,312000
2021,,0,0,0,0,0,313000
2022,,0,0,0,0,0,313000
2023,,0,0,0,0,0,313000
2024,,0,0,0,0,0,313000
2025,,0,0,0,0,0,313000
2026,,0,0,0,0,0,314000
2027,,0,0,0,0,0,314000
2028,,0,0,0,0,0,314000
2029,,0,0,0,0,0,315000
2030,,0,0,0,0,0,315000
2031,,0,0,0,0,0,315000
2032,,0,0,0,0,0,315000
2033,,0,0,0,0,0,316000
2034,,0,0,0,0,0,316000
2035,,0,0,0,0,0,316000
2036,,0,0,0,0,0,316000
2037,,0,0,0,0,0,317000
2038,,0,0,0,0,0,317000
2039,,0,0,0,0,0,317000
2040,,0,0,0,0,0,317000
