year,Base case diesel consumed,Modeled transmission and interties
2021,31641.3465371,0.0
2022,31641.3465371,0.0
2023,31641.3465371,0.0
2024,31641.3465371,0.0
2025,31641.3465371,0.0
2026,31742.4371011,0.0
2027,31742.4371011,0.0
2028,31742.4371011,0.0
2029,31843.5276651,0.0
2030,31843.5276651,0.0
2031,31843.5276651,0.0
2032,31843.5276651,0.0
2033,31944.6182292,0.0
2034,31944.6182292,0.0
2035,31944.6182292,0.0
2036,31944.6182292,0.0
2037,32045.7087932,0.0
2038,32045.7087932,0.0
2039,32045.7087932,0.0
2040,32045.7087932,0.0
