year,Base case cost,Modeled biomass for heat (cordwood)
2017,113086.525753,123381.582389
2018,123553.225753,131120.790625
2019,137857.715753,141697.708548
2020,144835.515753,146857.180705
2021,149719.975753,150468.811215
2022,153208.875753,153048.547294
2023,155999.995753,155112.336157
2024,158093.335753,156660.177804
2025,160535.565753,158465.993059
2026,163675.575753,160787.75553
2027,166117.805753,162593.570785
2028,168211.145753,164141.412432
2029,171351.155753,166463.174903
2030,173095.605753,167753.042942
2031,176235.615753,170074.805413
2032,,
2033,,
2034,,
2035,,
2036,,
