year,Base case cost,Modeled diesel efficiency
2019,113091.987347,276104.588338
2020,119245.839368,281698.999266
2021,123444.597978,285516.052547
2022,126342.046413,288150.096579
2023,128585.711611,290189.792214
2024,130180.285797,291639.405111
2025,132082.982705,293369.129572
2026,134275.815475,295362.613909
2027,136149.577,297066.033477
2028,137698.010982,298473.700733
2029,140177.851465,300728.101172
2030,141392.355491,301832.195742
2031,143847.170778,304063.846003
2032,146287.909393,306282.699288
2033,148714.571335,308488.755599
2034,151819.259672,311311.199542
2035,153294.964178,312652.749093
2036,155996.903272,315109.057361
2037,157850.331826,316793.99241
2038,160531.937949,319231.816158
