year,Base case cost,Modeled water and wastewater efficiency
2017,46551.3538741,39382.9251955
2018,49442.9983281,41393.4571408
2019,53390.2190801,44137.9145207
2020,55294.4952934,45461.6273447
2021,56616.2764081,46380.2785765
2022,57545.5596309,47025.9233792
2023,58280.5535677,47536.4621146
2024,58818.6328039,47910.0240867
2025,59452.3485058,48350.0908986
2026,60276.9793011,48922.9059339
2027,60909.6772902,49362.2788421
2028,61446.2845815,49734.845555
2029,62254.2836807,50295.906152
2030,62681.9521688,50592.563043
2031,63502.9837841,51162.9030731
