year,Base case diesel consumed,Modeled residential energy efficiency
2017,101960.735671,77996.6530732
2018,101960.735671,77996.6530732
2019,103272.386699,79308.3041012
2020,103272.386699,79308.3041012
2021,104584.037727,80619.9551293
2022,104584.037727,80619.9551293
2023,105895.688755,81931.6061573
2024,107207.339783,83243.2571853
2025,107207.339783,83243.2571853
2026,108518.990811,84554.9082134
2027,108518.990811,84554.9082134
2028,108518.990811,84554.9082134
2029,108518.990811,84554.9082134
2030,107207.339783,83243.2571853
2031,107207.339783,83243.2571853
2032,108518.990811,84554.9082134
2033,108518.990811,84554.9082134
2034,108518.990811,84554.9082134
2035,107207.339783,83243.2571853
2036,107207.339783,83243.2571853
