year,Base case cost,Modeled biomass for heat (cordwood)
2017,642683.001164,690158.794523
2018,678936.001164,717104.947019
2019,726582.801164,752519.8903
2020,749370.401164,769457.471869
2021,764907.401164,781005.822939
2022,776301.201164,789474.613723
2023,784587.601164,795633.734294
2024,790802.401164,800253.074722
2025,798053.001164,805642.305221
2026,808411.001164,813341.205934
2027,815661.601164,818730.436434
2028,822912.201164,824119.666933
2029,831198.601164,830278.787503
2030,836377.601164,834128.23786
2031,845699.801164,841057.248502
2032,,
2033,,
2034,,
2035,,
2036,,
