year,Base case cost,Modeled non-residential energy efficiency
2017,1117770.89137,1094653.391
2018,1171480.84269,1140505.90419
2019,1246086.53375,1205550.13575
2020,1280075.24869,1233577.18545
2021,1304412.72492,1252996.90028
2022,1322959.45794,1267275.34872
2023,1335715.44774,1276411.12463
2024,1345366.68644,1282695.85983
2025,1358122.67624,1291944.72843
2026,1372808.91378,1302981.91748
2027,1385564.90358,1312338.63969
2028,1396390.64564,1320013.64613
2029,1409902.37982,1330032.47638
2030,1418797.87414,1336074.17511
2031,1433484.11168,1347365.601
