year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,236299.35,10184.83,117450.34,64985.68
2018,237695.51,10375.41,117450.34,66507.03
2019,239091.66,10570.3,117450.34,68028.38
2020,240557.63,10765.87,117450.34,69549.72
2021,241953.78,10959.08,117450.34,71071.07
2022,243349.94,11152.66,117450.34,72592.42
2023,244746.09,11345.47,117450.34,74113.77
2024,246142.25,11540.9,117450.34,76395.79
2025,247608.21,11736.98,117450.34,77917.13
2026,249004.37,11933.79,117450.34,79438.48
2027,250400.52,12128.32,117450.34,80959.83
2028,251796.68,12320.62,117450.34,82481.18
2029,253402.26,12535.66,117450.34,84763.2
2030,254868.22,12745.12,117450.34,86284.54
2031,256334.19,12946.53,117450.34,87805.89
2032,257660.53,,,89327.24
2033,258917.07,,,90848.59
2034,260173.61,,,92369.93
2035,261430.15,,,93891.28
2036,262756.5,,,95412.63
