year,Base case cost,Modeled water and wastewater efficiency
2017,152746.038761,135546.813928
2018,162713.635893,142018.546173
2019,176010.197249,150861.009964
2020,183845.427853,155852.653098
2021,190511.155321,160029.948776
2022,196511.466072,163749.696032
2023,201785.342014,166968.240563
2024,206624.551126,169892.238412
2025,212076.412623,173262.277218
2026,217888.42272,176899.38587
2027,223446.069895,180367.973937
2028,228735.717192,183658.123876
2029,234801.291309,187511.890749
2030,240230.431356,190925.473669
2031,246473.977273,194924.987181
