year,Base case diesel consumed,Modeled non-residential ashp
2017,117450.336491,82215.2355086
2018,117450.336491,82215.2355086
2019,117450.336491,82215.2355086
2020,117450.336491,82215.2355086
2021,117450.336491,82215.2355086
2022,117450.336491,82215.2355086
2023,117450.336491,82215.2355086
2024,117450.336491,82215.2355086
2025,117450.336491,82215.2355086
2026,117450.336491,82215.2355086
2027,117450.336491,82215.2355086
2028,117450.336491,82215.2355086
2029,117450.336491,82215.2355086
2030,117450.336491,82215.2355086
2031,117450.336491,82215.2355086
