year,Base case cost,Modeled residential energy efficiency
2017,680257.656733,731110.11608
2018,727439.448772,769426.930702
2019,790033.497326,820985.624825
2020,827101.688843,851410.658747
2021,858931.559004,877611.724579
2022,887651.462922,901340.270963
2023,913049.086917,922382.231596
2024,944614.32208,950038.23013
2025,970707.863144,971917.066334
2026,998478.932402,995353.886099
2027,1025256.59533,1018051.27267
2028,1050970.0807,1039936.89817
2029,1087211.43516,1072226.17727
2030,1112132.03268,1093631.66709
2031,1141719.56344,1119201.82863
2032,1171684.54074,1145208.4271
2033,1203551.15513,1172986.71453
2034,1234294.61594,1199885.66186
2035,1262272.78058,1224449.36384
2036,1295318.91542,1253572.01982
