year,Base case cost,Modeled non-residential energy efficiency
2017,41254.900417,40659.9654809
2018,43827.7804443,43063.9909541
2019,47353.5790002,46358.3962322
2020,49164.1242046,48050.1178614
2021,50307.626439,49118.5736273
2022,51260.5449676,50008.9534322
2023,51832.2960848,50543.1813151
2024,52404.0472019,51077.409198
2025,52975.7983191,51611.637081
2026,53738.133142,52323.9409249
2027,54405.176112,52947.2067883
2028,54976.9272292,53481.4346712
2029,55643.9701992,54104.7005346
2030,56120.4294636,54549.8904371
2031,56882.7642865,55262.194281
