year,Base case diesel consumed,Modeled residential energy efficiency
2017,33212.3676267,23250.7546333
2018,31811.9386786,21850.3256851
2019,31811.9386786,21850.3256851
2020,30411.5097304,20449.896737
2021,30411.5097304,20449.896737
2022,29011.0807823,19049.4677888
2023,29011.0807823,19049.4677888
2024,27610.6518341,17649.0388407
2025,27610.6518341,17649.0388407
2026,26210.222886,16248.6098926
2027,26210.222886,16248.6098926
2028,24809.7939378,14848.1809444
2029,23409.3649897,13447.7519963
2030,23409.3649897,13447.7519963
2031,22008.9360415,12047.3230481
2032,22008.9360415,12047.3230481
2033,20608.5070934,10646.8941
2034,20608.5070934,10646.8941
2035,19208.0781452,9246.46515183
2036,19208.0781452,9246.46515183
