year,Base case cost,Modeled wind power
2019,744241.844877,943956.701053
2020,786420.147241,976389.395646
2021,820544.133242,1002026.65784
2022,847117.318784,1021142.7674
2023,869898.084496,1037040.6949
2024,886991.309103,1048048.7092
2025,905863.6073,1060499.41796
2026,928233.404132,1076108.52507
2027,945498.541854,1087176.1916
2028,960189.336223,1096003.89372
2029,982330.908296,1111935.48622
2030,997354.568965,1121531.02513
2031,1016235.57267,1134179.63931
2032,1036032.59632,1148068.86582
2033,1055836.07871,1161834.35
2034,1077659.02183,1177713.08728
2035,1093620.67033,1188500.85615
2036,1117500.77633,1206391.55327
2037,1130169.31788,1214289.25733
2038,1147152.12998,1225455.31486
