year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,89646.77,928325.44,2638522.47,376535.18,809172.83,593100.48
2018,94668.76,980530.36,2768319.42,392935.85,844492.5,615878.28
2019,102380.41,1055357.4,2975966.1,417353.0,895117.35,656095.35
2020,105580.0,1088420.51,3063793.9,427768.88,917486.48,672491.27
2021,108398.98,1112782.8,3138510.75,436251.46,933968.99,688012.54
2022,110791.17,1130184.44,3195033.09,442967.11,945742.21,700168.77
2023,112969.31,1144105.75,3242517.3,448794.85,955160.79,710659.82
2024,114801.42,1152806.57,3286534.59,453252.39,961047.4,722119.18
2025,116519.14,1164987.71,3329854.39,458014.83,969288.65,731881.71
2026,118407.64,1180649.19,3372255.04,463579.16,979884.55,739882.37
2027,119797.3,1192830.33,3405233.32,467768.31,988125.81,746105.1
2028,121023.02,1203271.32,3444270.5,471417.81,995189.74,755104.43
2029,122994.11,1217192.63,3492966.49,476862.03,1004608.32,765951.06
2030,124445.41,1225893.44,3516670.18,480639.75,1010494.93,770439.23
2031,125736.78,1241554.92,3559336.83,485167.69,1021090.83,778517.95
