year,Base case cost,Modeled water and wastewater efficiency
2017,466181.950053,308789.593864
2018,487604.614949,319801.839002
2019,519733.408098,336904.341044
2020,533348.872654,343555.255405
2021,544650.440165,348934.885173
2022,553758.273966,353105.036106
2023,561764.160904,356679.018206
2024,568053.805447,359309.974796
2025,574533.968289,362059.052
2026,581986.79598,365375.383331
2027,587565.61394,367649.327604
2028,592440.830649,369546.416055
2029,599856.132717,372910.602696
2030,605085.163937,375058.342191
2031,610904.468001,377536.822861
