year,Base case cost,Modeled non-residential energy efficiency
2017,1737498.27472,1694683.10247
2018,1825022.8537,1769097.15188
2019,1950474.75023,1877551.21837
2020,2005906.98358,1923422.00385
2021,2046751.78711,1956323.66292
2022,2075926.64677,1978865.52039
2023,2099266.53449,1996268.33158
2024,2113853.96432,2005918.75178
2025,2134276.36608,2020871.77601
2026,2160533.73978,2041125.53312
2027,2180956.14154,2056232.66682
2028,2198461.05733,2068802.7746
2029,2221800.94506,2086668.2607
2030,2236388.37489,2096770.5119
2031,2262645.74858,2117387.54183
