year,Base case diesel consumed,Modeled residential ashp
2017,70264.0178481,-391987.538228
2018,70039.3885258,-392212.16755
2019,70264.0178481,-391987.538228
2020,70264.0178481,-391987.538228
2021,70488.6471703,-391762.908906
2022,70713.2764925,-391538.279584
2023,70937.9058148,-391313.650261
2024,71387.1644592,-390864.391617
2025,71611.7937815,-390639.762295
2026,71611.7937815,-390639.762295
2027,71611.7937815,-390639.762295
2028,71836.4231037,-390415.132972
2029,72061.0524259,-390190.50365
2030,72061.0524259,-390190.50365
2031,72061.0524259,-390190.50365
