year,Base case cost,Modeled residential energy efficiency
2017,3231622.9448,3167891.96351
2018,3384197.70374,3307193.75812
2019,3632061.45095,3537430.84159
2020,3736285.17173,3632267.96799
2021,3826523.29276,3714889.98852
2022,3895201.86322,3777380.93157
2023,3953177.11548,3829914.62882
2024,4008653.77123,3881034.69026
2025,4061736.10685,3929141.81145
2026,4112137.40829,3973947.82027
2027,4151338.42052,4008293.70782
2028,4199374.92535,4051873.44762
2029,4258917.54769,4106335.0542
2030,4287109.41341,4130522.41472
2031,4337854.7717,4175955.56058
