year,annotation,diesel generation efficiency
2002,,10.64
2003,,10.86
2004,,3.73
2005,,11.3
2006,,11.28
2007,,10.98
2008,,11.0
2009,,9.62
2010,,10.72
2011,,11.39
2012,,11.41
2013,,11.18
2014,,12.26
2015,,12.0
2016,start of forecast,11.81
2017,,11.81
2018,,11.81
2019,,11.81
2020,,11.81
2021,,11.81
2022,,11.81
2023,,11.81
2024,,11.81
2025,,11.81
2026,,11.81
2027,,11.81
2028,,11.81
2029,,11.81
2030,,11.81
2031,,11.81
2032,,11.81
2033,,11.81
2034,,11.81
2035,,11.81
2036,,11.81
2037,,11.81
2038,,11.81
2039,,11.81
2040,,11.81
