year,Base case cost,Modeled non-residential energy efficiency
2017,564012.998939,552679.298949
2018,594633.777363,578562.005368
2019,634823.549045,613072.570733
2020,653961.53556,628721.413674
2021,666401.226795,638393.000411
2022,676927.119378,646381.59885
2023,683625.414659,650968.34369
2024,688409.911288,653870.476273
2025,695108.206568,658523.300443
2026,703720.3005,664926.05101
2027,710418.59578,669641.893342
2028,715203.092409,672670.097696
2029,722858.287015,678305.060671
2030,727642.783644,681391.95526
2031,735297.97825,687084.232919
