year,Base case cost,Modeled residential energy efficiency
2017,175941.784314,180709.601445
2018,184488.411403,188600.670213
2019,187365.174734,190703.884762
2020,192473.271188,195317.263969
2021,187067.499122,189509.390573
2022,189748.502159,191818.747096
2023,182518.36931,184272.100508
2024,183678.620685,185146.031471
2025,176226.619633,177388.156663
2026,178209.976643,179045.963364
2027,170489.398293,171029.658336
2028,171532.876929,171807.116427
2029,163787.448828,163763.233531
2030,164772.541095,164491.755456
2031,166348.688722,165778.677003
2032,158449.960859,157582.770709
2033,159932.690296,158785.075254
2034,151730.353312,150294.154749
2035,152772.336746,151088.917011
2036,154335.311897,152371.505387
