year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,54348.39,6337.65,58044.75,13502.06
2018,54263.74,6333.16,58044.75,13502.06
2019,54179.08,6328.94,58044.75,12842.26
2020,54094.43,6324.56,58044.75,12842.26
2021,54009.77,6319.83,58044.75,12182.46
2022,53925.12,6314.54,58044.75,12182.46
2023,53755.81,6308.68,58044.75,11522.66
2024,53671.15,6303.26,58044.75,11522.66
2025,53586.5,6298.29,58044.75,10862.86
2026,53501.84,6293.91,58044.75,10862.86
2027,53417.19,6289.32,58044.75,10203.07
2028,53332.53,6284.6,58044.75,10203.07
2029,53332.53,6282.3,58044.75,9543.27
2030,53247.88,6279.41,58044.75,9543.27
2031,53247.88,6275.94,58044.75,9543.27
2032,53163.22,,,8883.47
2033,52993.91,,,8883.47
2034,52909.26,,,8223.67
2035,52824.6,,,8223.67
2036,52824.6,,,8223.67
