year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,9766.11,696800.0,696800.0
2004,,9766.11,242892.0,242892.0
2005,,9766.11,763151.0,763151.0
2006,,9766.11,706989.0,706989.0
2007,,9766.11,749000.0,749000.0
2008,,9766.11,721000.0,721000.0
2009,,9766.11,684000.0,684000.0
2010,,9766.11,763000.0,763000.0
2011,,9766.11,583250.0,583250.0
2012,,9766.11,611300.0,611300.0
2013,,9766.11,610519.0,610519.0
2014,,9766.11,674020.0,674020.0
2015,,9766.11,642311.0,642311.0
2016,start of forecast,9766.11,643000.0,643000.0
2017,,9766.11,642000.0,642000.0
2018,,9766.11,641000.0,641000.0
2019,,9766.11,640000.0,640000.0
2020,,9766.11,639000.0,639000.0
2021,,9766.11,638000.0,638000.0
2022,,9766.11,637000.0,637000.0
2023,,9766.11,635000.0,635000.0
2024,,9766.11,634000.0,634000.0
2025,,9766.11,633000.0,633000.0
2026,,9766.11,632000.0,632000.0
2027,,9766.11,631000.0,631000.0
2028,,9766.11,630000.0,630000.0
2029,,9766.11,630000.0,630000.0
2030,,9766.11,629000.0,629000.0
2031,,9766.11,629000.0,629000.0
2032,,9766.11,628000.0,628000.0
2033,,9766.11,626000.0,626000.0
2034,,9766.11,625000.0,625000.0
2035,,9766.11,624000.0,624000.0
2036,,9766.11,624000.0,624000.0
2037,,9766.11,623000.0,623000.0
2038,,9766.11,622000.0,622000.0
2039,,9766.11,622000.0,622000.0
2040,,9766.11,621000.0,621000.0
