year,Base case diesel consumed,Modeled non-residential ashp
2017,58044.7492435,40631.3244356
2018,58044.7492435,40631.3244356
2019,58044.7492435,40631.3244356
2020,58044.7492435,40631.3244356
2021,58044.7492435,40631.3244356
2022,58044.7492435,40631.3244356
2023,58044.7492435,40631.3244356
2024,58044.7492435,40631.3244356
2025,58044.7492435,40631.3244356
2026,58044.7492435,40631.3244356
2027,58044.7492435,40631.3244356
2028,58044.7492435,40631.3244356
2029,58044.7492435,40631.3244356
2030,58044.7492435,40631.3244356
2031,58044.7492435,40631.3244356
