year,Base case cost,Modeled non-residential energy efficiency
2017,415976.064364,427718.180676
2018,444109.47266,452146.459355
2019,482887.954366,486354.167327
2020,501136.651639,501792.424709
2021,514062.812207,512386.440754
2022,523947.52323,520224.405046
2023,530030.422321,524609.338509
2024,535352.959026,528325.759376
2025,542196.220503,533461.905263
2026,549799.844367,539320.843988
2027,556643.105845,544509.362003
2028,561965.642549,548330.556605
2029,569569.266413,554265.31684
2030,574131.440731,557438.990531
2031,581735.064595,563421.382947
