year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,368006.0,133327.0,234679.0
2004,,357135.0,136634.0,220501.0
2005,,334469.0,127527.0,206942.0
2006,,348065.0,131403.0,216662.0
2007,,353347.0,131838.0,221509.0
2008,,335994.0,124452.0,211542.0
2009,,345827.0,133539.0,212288.0
2010,,354246.0,122481.0,231765.0
2011,,345485.0,114954.0,230531.0
2012,,338761.0,110229.0,228532.0
2013,,352404.0,116137.0,236267.0
2014,start of forecast,350921.0,119144.0,231777.0
2015,,350976.0,119200.0,231777.0
2016,,351033.0,119256.0,231777.0
2017,,351149.0,119372.0,231777.0
2018,,351257.0,119480.0,231777.0
2019,,351371.0,119595.0,231777.0
2020,,351477.0,119700.0,231777.0
2021,,351588.0,119811.0,231777.0
2022,,351676.0,119899.0,231777.0
2023,,351731.0,119954.0,231777.0
2024,,351795.0,120018.0,231777.0
2025,,351857.0,120081.0,231777.0
2026,,351949.0,120172.0,231777.0
2027,,352042.0,120265.0,231777.0
2028,,352132.0,120356.0,231777.0
2029,,352209.0,120432.0,231777.0
2030,,352281.0,120504.0,231777.0
2031,,352366.0,120589.0,231777.0
2032,,352450.0,120673.0,231777.0
2033,,352510.0,120733.0,231777.0
2034,,352546.0,120770.0,231777.0
2035,,352605.0,120829.0,231777.0
2036,,352624.0,120847.0,231777.0
2037,,352648.0,120871.0,231777.0
2038,,352667.0,120891.0,231777.0
2039,,352684.0,120908.0,231777.0
2040,,352714.0,120937.0,231777.0
