year,Base case cost,Modeled residential energy efficiency
2017,336713.665931,302648.64261
2018,352417.975343,315087.589624
2019,387823.335097,346247.30985
2020,398378.096739,354490.222026
2021,405854.386235,360166.444909
2022,411571.548791,364381.740937
2023,415089.802671,366767.086693
2024,418168.274817,368796.958443
2025,422126.310432,371577.141489
2026,426524.127783,374738.634732
2027,445729.113807,392790.696158
2028,448914.972533,394977.824465
2029,453466.199285,398328.816467
2030,456196.935337,400155.121406
2031,460748.162089,403528.78527
2032,465754.511516,407297.427464
2033,470760.860943,411076.752255
2034,475767.210371,414866.509268
2035,478953.069097,417130.296578
2036,484414.5412,421324.2296
