year,Base case cost,Modeled diesel efficiency
2019,132266.271687,276375.703414
2020,140123.673966,279859.414244
2021,145689.333913,281345.48973
2022,149945.426814,281724.806333
2023,152564.560906,280697.772125
2024,154856.303238,279452.985554
2025,157802.829092,278881.461175
2026,161496.217403,279065.078865
2027,164450.416501,278651.097152
2028,166748.126912,277712.954843
2029,170030.570355,277740.968968
2030,172000.036421,276644.649164
2031,175282.479864,276809.603193
2032,178893.167651,277339.033484
2033,182503.855439,277932.987531
2034,186114.543226,278589.953052
2035,188412.253636,278114.837401
2036,192351.185768,279191.833916
2037,194320.651834,278537.09075
2038,198259.583966,279730.07987
