year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,408802
2004,,0,0,0,0,0,391471
2005,,0,0,0,0,0,367030
2006,,0,0,0,0,0,387781
2007,,0,0,0,0,0,387837
2008,,0,0,0,0,0,372982
2009,,0,0,0,0,0,397124
2010,,0,0,0,0,0,387693
2011,,0,0,0,0,0,373406
2012,,0,0,0,0,0,369466
2013,,0,0,0,0,0,390087
2014,start of forecast,0,0,0,0,0,383000
2015,,0,0,0,0,0,384000
2016,,0,0,0,0,0,384000
2017,,0,0,0,0,0,384000
2018,,0,0,0,0,0,384000
2019,,0,0,0,0,0,384000
2020,,0,0,0,0,0,384000
2021,,0,0,0,0,0,384000
2022,,0,0,0,0,0,384000
2023,,0,0,0,0,0,384000
2024,,0,0,0,0,0,384000
2025,,0,0,0,0,0,384000
2026,,0,0,0,0,0,385000
2027,,0,0,0,0,0,385000
2028,,0,0,0,0,0,385000
2029,,0,0,0,0,0,385000
2030,,0,0,0,0,0,385000
2031,,0,0,0,0,0,385000
2032,,0,0,0,0,0,385000
2033,,0,0,0,0,0,385000
2034,,0,0,0,0,0,385000
2035,,0,0,0,0,0,385000
2036,,0,0,0,0,0,385000
2037,,0,0,0,0,0,385000
2038,,0,0,0,0,0,385000
2039,,0,0,0,0,0,385000
2040,,0,0,0,0,0,385000
