year,Base case cost,Modeled transmission and interties
2021,125755.600075,
2022,130715.01803,
2023,133904.284793,
2024,136660.995814,
2025,140342.710653,
2026,144503.56416,
2027,147507.331057,
2028,150794.7547,
2029,154562.148849,
2030,157429.494319,
2031,161413.16634,
2032,165707.113922,
2033,170027.680319,
2034,174531.251069,
2035,177495.089743,
2036,182032.76585,
2037,185503.193845,
2038,190075.807146,
2039,193586.163364,
2040,198667.8615,
