year,Base case cost,Modeled non-residential energy efficiency
2017,262877.092484,277220.114401
2018,279275.809829,291446.812602
2019,302612.446051,312132.850322
2020,313965.404213,321724.343569
2021,321534.042987,327827.21162
2022,327841.241966,332781.383464
2023,331625.561353,335416.131758
2024,334779.160843,337486.298024
2025,339194.200128,340746.735327
2026,344239.959311,344611.862376
2027,348024.278698,347325.886087
2028,351808.598086,350058.58116
2029,356223.637371,353394.621388
2030,359377.23686,355578.245201
2031,364422.996043,359534.592295
