year,Base case cost,Modeled residential energy efficiency
2017,428620.556263,401792.363545
2018,437344.811196,405925.278543
2019,462905.090207,425494.880055
2020,464870.264122,423963.500473
2021,462325.332607,418728.03069
2022,468929.18669,422927.507176
2023,461995.881519,414134.971423
2024,454250.026222,404685.011856
2025,458659.693477,407155.694686
2026,452499.366141,398950.727521
2027,444896.536216,389586.449359
2028,448493.653346,391445.148463
2029,441201.22998,382306.993179
2030,432557.602855,372099.206112
2031,437110.295481,374719.774368
2032,429854.382186,365552.682563
2033,434285.343039,368092.919837
2034,427202.888058,359009.912474
2035,417752.787934,348097.98462
2036,422463.722404,350846.924201
