year,Base case cost,Modeled wind power
2019,110873.833357,
2020,119048.709326,
2021,124826.925355,
2022,129753.294388,
2023,132922.731798,
2024,135662.918357,
2025,139321.49895,
2026,143455.91332,
2027,146439.850863,
2028,149707.445153,
2029,153451.705056,
2030,156302.526065,
2031,160259.758948,
2032,164527.267392,
2033,168821.394652,
2034,173295.221371,
2035,176242.535584,
2036,180750.46766,
2037,184201.066302,
2038,188743.935573,
