year,Base case diesel consumed,Modeled residential ashp
2017,87945.950326,42297.606938
2018,85975.9196238,40327.5762358
2019,85975.9196238,40327.5762358
2020,84005.8889215,38357.5455336
2021,82035.8582193,36387.5148313
2022,82035.8582193,36387.5148313
2023,80065.8275171,34417.4841291
2024,78095.7968149,32447.4534269
2025,78095.7968149,32447.4534269
2026,76125.7661127,30477.4227247
2027,74155.7354104,28507.3920225
2028,74155.7354104,28507.3920225
2029,72185.7047082,26537.3613202
2030,70215.674006,24567.330618
2031,70215.674006,24567.330618
