year,Base case cost,Modeled residential energy efficiency
2017,18095781.3497,18757586.0636
2018,19326264.2791,19816238.3368
2019,20945036.8742,21220841.8106
2020,21964307.8875,22108516.1024
2021,22655791.1027,22694718.5735
2022,23216007.5718,23163444.8189
2023,23670181.6653,23536765.2435
2024,24069119.3352,23862332.5448
2025,24513552.9203,24231479.3287
2026,25047182.9548,24684754.2493
2027,25655236.834,25216727.8345
2028,26070587.2781,25563369.4089
2029,26589645.5356,26008569.5229
2030,27019251.1327,26374759.9066
2031,27592393.211,26873039.4625
2032,28177521.3225,27381203.9644
2033,28696584.0426,27827425.1967
2034,29252675.763,28308526.9738
2035,29750039.999,28744347.892
2036,30384149.4902,29305349.675
