year,Base case diesel consumed,Modeled non-residential ashp
2017,2466350.07919,1726445.05617
2018,2466350.07919,1726445.05617
2019,2466350.07919,1726445.05617
2020,2466350.07919,1726445.05617
2021,2466350.07919,1726445.05617
2022,2466350.07919,1726445.05617
2023,2466350.07919,1726445.05617
2024,2466350.07919,1726445.05617
2025,2466350.07919,1726445.05617
2026,2466350.07919,1726445.05617
2027,2466350.07919,1726445.05617
2028,2466350.07919,1726445.05617
2029,2466350.07919,1726445.05617
2030,2466350.07919,1726445.05617
2031,2466350.07919,1726445.05617
