year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3142661.38,15929.81,2466350.08,1863200.64
2018,3144765.13,16026.49,2466350.08,1887601.14
2019,3146723.8,16114.12,2466350.08,1908818.97
2020,3149480.44,16240.44,2466350.08,1940645.71
2021,3151366.57,16324.68,2466350.08,1961863.53
2022,3153035.06,16401.75,2466350.08,1980959.57
2023,3154558.47,16471.91,2466350.08,1997933.83
2024,3156154.42,16541.9,2466350.08,2014908.09
2025,3157750.37,16615.32,2466350.08,2032943.25
2026,3159418.87,16692.73,2466350.08,2053100.18
2027,3162030.42,16809.02,2466350.08,2081744.24
2028,3163553.83,16877.81,2466350.08,2098718.51
2029,3165367.41,16960.16,2466350.08,2118875.44
2030,3167181.0,17043.23,2466350.08,2139032.37
2031,3168994.58,17125.21,2466350.08,2160250.2
2032,3170663.07,,,2179346.24
2033,3172113.94,,,2195259.61
2034,3173492.26,,,2211172.98
2035,3175378.38,,,2232390.81
2036,3177264.51,,,2253608.63
