year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,84111.81,13022703.52,11165213.52,200210.72,15300934.88,6930567.83
2018,90391.85,13910589.55,11990969.71,210933.56,16016337.4,7335294.57
2019,98943.17,15143764.59,13080165.24,225330.37,17009952.01,7864871.64
2020,103616.45,15735688.61,13764012.65,233590.95,17486887.02,8200295.24
2021,106765.91,16130304.62,14228398.06,239157.5,17804843.69,8427393.05
2022,109238.14,16426266.63,14604607.09,243583.61,18043311.2,8611400.48
2023,111187.92,16648238.14,14909563.72,247122.55,18222161.83,8760617.95
2024,112818.27,16820882.64,15177277.55,250139.24,18361267.87,8891841.78
2025,114648.22,17018190.65,15475762.64,253500.91,18520246.21,9037790.28
2026,116851.66,17264825.66,15834517.14,257495.5,18718969.13,9212665.82
2027,119178.52,17486797.16,16242791.21,261888.55,18897819.76,9412445.62
2028,120847.66,17659441.67,16522143.03,264967.95,19036925.8,9548444.25
2029,122963.71,17881413.18,16871527.1,268849.03,19215776.43,9718118.43
2030,124588.63,18029394.18,17160368.46,271930.0,19335010.19,9858882.68
2031,126900.41,18276029.19,17546613.29,276133.2,19533733.11,10045779.92
2032,,,17941448.82,,,10236072.5
2033,,,18291981.45,,,10404602.59
2034,,,18667808.49,,,10584867.27
2035,,,19003207.15,,,10746832.85
2036,,,19431720.65,,,10952428.84
