year,Base case cost,Modeled water and wastewater efficiency
2017,284322.535794,543192.541825
2018,301325.406321,547386.336475
2019,324273.543052,555997.819115
2020,337207.400034,557667.90809
2021,345923.403475,556504.245876
2022,352821.752084,554218.167513
2023,358310.465935,551096.155306
2024,362957.509844,547539.916583
2025,368149.130688,544533.36513
2026,374347.160619,542401.706643
2027,381067.074527,540802.866243
2028,385815.603703,537941.40256
2029,391812.742458,536118.328113
2030,396518.631314,533519.116154
2031,403033.61555,532347.871594
