year,Base case cost,Modeled non-residential energy efficiency
2017,28323638.4039,26809792.8388
2018,29926926.9491,28169317.4132
2019,32153716.5952,30081361.679
2020,33222575.6253,30971134.0295
2021,33935148.312,31547245.4258
2022,34469577.8271,31967141.597
2023,34870399.9634,32270161.9912
2024,35182150.5139,32495646.7489
2025,35538436.8572,32761674.6806
2026,35983794.7864,33107587.2632
2027,36384616.9227,33415250.6317
2028,36696367.4732,33645269.5439
2029,37097189.6095,33955094.3576
2030,37364404.367,34147855.0593
2031,37809762.2962,34499110.1849
