year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,294058.145046,217603.027334
2018,294058.145046,217603.027334
2019,294058.145046,217603.027334
2020,294058.145046,217603.027334
2021,294058.145046,217603.027334
2022,294058.145046,217603.027334
2023,294058.145046,217603.027334
2024,294058.145046,217603.027334
2025,294058.145046,217603.027334
2026,294058.145046,217603.027334
2027,294058.145046,217603.027334
2028,294058.145046,217603.027334
2029,294058.145046,217603.027334
2030,294058.145046,217603.027334
2031,294058.145046,217603.027334
