year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2742000
2004,,0,0,0,0,0,2884000
2005,,0,0,0,0,0,2811503
2006,,0,0,0,0,0,2924351
2007,,0,0,0,0,0,3012000
2008,,0,0,0,0,0,3021000
2009,,0,0,0,0,0,3219000
2010,,0,0,0,0,0,3341000
2011,,0,0,0,0,0,3092000
2012,,0,0,0,0,0,3490073
2013,,0,0,0,0,0,3209137
2014,start of forecast,0,0,0,0,0,3188000
2015,,0,0,0,0,0,3188000
2016,,0,0,0,0,0,3190000
2017,,0,0,0,0,0,3191000
2018,,0,0,0,0,0,3192000
2019,,0,0,0,0,0,3193000
2020,,0,0,0,0,0,3194000
2021,,0,0,0,0,0,3195000
2022,,0,0,0,0,0,3195000
2023,,0,0,0,0,0,3196000
2024,,0,0,0,0,0,3196000
2025,,0,0,0,0,0,3197000
2026,,0,0,0,0,0,3198000
2027,,0,0,0,0,0,3200000
2028,,0,0,0,0,0,3201000
2029,,0,0,0,0,0,3202000
2030,,0,0,0,0,0,3203000
2031,,0,0,0,0,0,3204000
2032,,0,0,0,0,0,3205000
2033,,0,0,0,0,0,3206000
2034,,0,0,0,0,0,3207000
2035,,0,0,0,0,0,3208000
2036,,0,0,0,0,0,3208000
2037,,0,0,0,0,0,3208000
2038,,0,0,0,0,0,3209000
2039,,0,0,0,0,0,3209000
2040,,0,0,0,0,0,3209000
