year,Base case cost,Modeled diesel efficiency
2019,1125047.87086,1305620.07745
2020,1182701.6559,1351403.32916
2021,1222049.12092,1380699.84553
2022,1251855.19704,1401474.10417
2023,1272888.4483,1414421.24344
2024,1291236.3899,1425071.89516
2025,1309994.0888,1436236.36516
2026,1335648.05329,1453808.16714
2027,1357150.62377,1467740.73977
2028,1373654.29871,1477260.46864
2029,1397061.41538,1493184.57575
2030,1411288.82034,1500889.00035
2031,1437021.0047,1519174.88357
2032,1462768.97656,1537594.81464
2033,1486232.06708,1554054.4711
2034,1514312.28277,1574825.66468
2035,1530899.20088,1585259.8811
2036,1556222.34555,1603744.98416
2037,1572337.07398,1613965.11079
2038,1600461.06409,1635206.56738
