year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,10970.2444623,7130.65890051
2018,10971.8159012,7131.68033581
2019,10973.8729436,7133.01741334
2020,10975.9190435,7134.3473783
2021,10977.3292819,7135.2640332
2022,10978.4842414,7136.01475692
2023,10978.9076599,7136.28997891
2024,10980.125872,7137.08181678
2025,10981.217579,7137.79142634
2026,10983.5417766,7139.30215481
2027,10986.3059398,7141.09886088
2028,10988.3922065,7142.4549342
2029,10990.2174562,7143.64134655
2030,10992.2723635,7144.97703627
2031,10994.455911,7146.39634212
