year,Base case cost,Modeled wind power
2019,1125047.87086,1331288.8646
2020,1182701.6559,1371435.7479
2021,1222049.12092,1396472.21536
2022,1251855.19704,1413655.87465
2023,1272888.4483,1423750.93712
2024,1291236.3899,1431713.51754
2025,1309994.0888,1440258.81535
2026,1335648.05329,1454742.13535
2027,1357150.62377,1465990.44197
2028,1373654.29871,1473152.36785
2029,1397061.41538,1486247.89194
2030,1411288.82034,1491820.19004
2031,1437021.0047,1507168.70357
2032,1462768.97656,1522679.50744
2033,1486232.06708,1536424.21577
2034,1514312.28277,1554174.33214
2035,1530899.20088,1562446.17517
2036,1556222.34555,1578084.62205
2037,1572337.07398,1586147.63968
2038,1600461.06409,1604468.40708
