year,Base case cost,Modeled non-residential energy efficiency
2017,2415375.27741,2422281.30517
2018,2579096.42785,2569029.25086
2019,2800119.98095,2769001.59145
2020,2902445.69997,2859079.71129
2021,2972027.18891,2918922.17641
2022,3025236.56281,2963699.94372
2023,3062073.82165,2993410.46154
2024,3094818.05174,3019431.41533
2025,3127562.28183,3045553.76413
2026,3172585.5982,3083155.30885
2027,3209422.85705,3113266.76642
2028,3238074.05838,3135885.87053
2029,3279004.34599,3169977.37018
2030,3303562.51855,3188985.35687
2031,3348585.83493,3227048.25196
