year,Base case diesel consumed,Modeled diesel efficiency
2019,229133.985919,208303.623562
2020,229205.747267,208368.861152
2021,229277.508616,208434.098741
2022,229277.508616,208434.098741
2023,229349.269964,208499.336331
2024,229349.269964,208499.336331
2025,229421.031313,208564.573921
2026,229492.792661,208629.81151
2027,229636.315358,208760.286689
2028,229708.076707,208825.524279
2029,229779.838055,208890.761869
2030,229851.599404,208955.999458
2031,229923.360753,209021.237048
2032,229995.122101,209086.474637
2033,230066.88345,209151.712227
2034,230138.644798,209216.949817
2035,230210.406147,209282.187406
2036,230210.406147,209282.187406
2037,230210.406147,209282.187406
2038,230282.167495,209347.424996
