year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,2621998.47,4611.86,196589.37,129818.59
2018,2657720.33,4580.26,196589.37,128752.85
2019,2616715.69,4538.64,196589.37,127687.11
2020,2622218.81,4503.33,196589.37,126621.37
2021,2622533.77,4468.89,196589.37,125555.62
2022,2610587.56,4430.39,196589.37,124489.88
2023,2607627.11,4387.35,196589.37,123424.14
2024,2602400.95,4345.82,196589.37,121292.65
2025,2594554.91,4296.37,196589.37,120226.91
2026,2589283.15,4252.3,196589.37,119161.17
2027,2582564.73,4203.15,196589.37,117029.68
2028,2576653.03,4160.76,196589.37,115963.94
2029,2571072.15,4118.05,196589.37,113832.45
2030,2562852.39,4057.48,196589.37,112766.71
2031,2555001.61,3999.65,196589.37,110635.22
2032,2549813.14,3960.78,196589.37,109569.48
2033,2545021.14,3925.14,196589.37,108503.74
2034,2538860.04,3879.84,196589.37,106372.25
2035,2533141.4,3837.35,196589.37,105306.51
2036,2526835.47,3790.47,196589.37,104240.77
2037,2520532.08,3743.59,196589.37,102109.28
2038,2514519.36,3699.1,196589.37,101043.54
2039,2509447.1,3661.76,196589.37,99977.79
2040,2504955.13,3628.15,196589.37,98912.05
