year,Base case cost,Modeled non-residential energy efficiency
2017,1457629.29825,1355117.80358
2018,1519393.09425,1411596.9821
2019,1604032.37026,1490186.27559
2020,1647495.78227,1529174.3205
2021,1674946.35827,1552802.59004
2022,1697821.83827,1572089.08815
2023,1711547.12628,1582624.43063
2024,1725272.41428,1593222.77697
2025,1738997.70228,1603882.65053
2026,1757298.08628,1619010.44505
2027,1773310.92228,1631992.99859
2028,1787036.21028,1642828.93592
2029,1803049.04629,1655924.74981
2030,1814486.78629,1664667.37507
2031,1832787.17029,1680075.12034
