year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,331020.0,279791.697852
2018,329922.0,278693.697852
2019,328815.0,277586.697852
2020,327713.0,276484.697852
2021,326614.0,275385.697852
2022,325509.0,274280.697852
2023,324400.0,273171.697852
2024,322228.0,270999.697852
2025,321112.0,269883.697852
2026,320002.0,268773.697852
2027,317822.0,266593.697852
2028,316714.0,265485.697852
2029,314539.0,263310.697852
2030,313413.0,262184.697852
2031,311224.0,259995.697852
2032,310119.0,258890.697852
2033,309018.0,257789.697852
2034,306841.0,255612.697852
2035,305733.0,254504.697852
2036,304620.0,253391.697852
