year,Base case diesel consumed,Modeled residential ashp
2017,13774.1932999,838.709663014
2018,13774.1932999,838.709663014
2019,13774.1932999,838.709663014
2020,13774.1932999,838.709663014
2021,13774.1932999,838.709663014
2022,13774.1932999,838.709663014
2023,13774.1932999,838.709663014
2024,13774.1932999,838.709663014
2025,13774.1932999,838.709663014
2026,13774.1932999,838.709663014
2027,13774.1932999,838.709663014
2028,12947.8920549,12.4084179406
2029,12947.8920549,12.4084179406
2030,12947.8920549,12.4084179406
2031,12947.8920549,12.4084179406
