year,Base case diesel consumed,Modeled non-residential ashp
2017,16923.2671372,-19866.4441042
2018,16923.2671372,-19866.4441042
2019,16923.2671372,-19866.4441042
2020,16923.2671372,-19866.4441042
2021,16923.2671372,-19866.4441042
2022,16923.2671372,-19866.4441042
2023,16923.2671372,-19866.4441042
2024,16923.2671372,-19866.4441042
2025,16923.2671372,-19866.4441042
2026,16923.2671372,-19866.4441042
2027,16923.2671372,-19866.4441042
2028,16923.2671372,-19866.4441042
2029,16923.2671372,-19866.4441042
2030,16923.2671372,-19866.4441042
2031,16923.2671372,-19866.4441042
