year,Base case diesel consumed,Modeled residential energy efficiency
2017,27816.4775315,27072.4546514
2018,27816.4775315,27072.4546514
2019,27816.4775315,27072.4546514
2020,27816.4775315,27072.4546514
2021,27816.4775315,27072.4546514
2022,27816.4775315,27072.4546514
2023,27816.4775315,27072.4546514
2024,27816.4775315,27072.4546514
2025,27816.4775315,27072.4546514
2026,27816.4775315,27072.4546514
2027,27816.4775315,27072.4546514
2028,27816.4775315,27072.4546514
2029,27816.4775315,27072.4546514
2030,29109.5900776,28365.5671975
2031,29109.5900776,28365.5671975
