year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,18878.28,5497.46,30341.81,4047.77
2018,18878.28,5496.44,30341.81,3507.75
2019,18878.28,5495.38,30341.81,3507.75
2020,18878.28,5494.29,30341.81,3507.75
2021,18878.28,5493.18,30341.81,2967.74
2022,18878.28,5492.09,30341.81,2967.74
2023,18778.4,5490.95,30341.81,2967.74
2024,18778.4,5489.82,30341.81,2967.74
2025,18778.4,5488.68,30341.81,2427.72
2026,18778.4,5487.55,30341.81,2427.72
2027,18778.4,5486.45,30341.81,2427.72
2028,18778.4,5485.39,30341.81,1887.71
2029,18678.52,5484.34,30341.81,1887.71
2030,18678.52,5483.35,30341.81,1887.71
2031,18678.52,5482.38,30341.81,1887.71
2032,18678.52,,,1347.69
2033,18678.52,,,1347.69
2034,18678.52,,,1347.69
2035,18678.52,,,1347.69
2036,18678.52,,,807.68
