year,Base case diesel consumed,Modeled non-residential ashp
2017,1554.5195329,1088.16367303
2018,1554.5195329,1088.16367303
2019,1554.5195329,1088.16367303
2020,1554.5195329,1088.16367303
2021,1554.5195329,1088.16367303
2022,1554.5195329,1088.16367303
2023,1554.5195329,1088.16367303
2024,1554.5195329,1088.16367303
2025,1554.5195329,1088.16367303
2026,1554.5195329,1088.16367303
2027,1554.5195329,1088.16367303
2028,1554.5195329,1088.16367303
2029,1554.5195329,1088.16367303
2030,1554.5195329,1088.16367303
2031,1554.5195329,1088.16367303
