year,Base case diesel consumed,Modeled residential ashp
2017,25802.2717021,13186.7913669
2018,25802.2717021,13186.7913669
2019,25802.2717021,13186.7913669
2020,24297.697697,11682.2173619
2021,24297.697697,11682.2173619
2022,24297.697697,11682.2173619
2023,22793.1236919,10177.6433568
2024,22793.1236919,10177.6433568
2025,22793.1236919,10177.6433568
2026,21288.5496868,8673.0693517
2027,21288.5496868,8673.0693517
2028,21288.5496868,8673.0693517
2029,19783.9756818,7168.49534661
2030,18279.4016767,5663.92134153
2031,18279.4016767,5663.92134153
