year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,19107.14,123288.41,0.0,58479.25,86400.0
2018,0.0,20925.28,131882.27,0.0,58479.25,86400.0
2019,0.0,23457.69,143852.29,0.0,58479.25,86400.0
2020,0.0,24626.5,142561.15,0.0,58479.25,82800.0
2021,0.0,25470.64,146369.1,0.0,58479.25,82800.0
2022,0.0,26119.98,149298.3,0.0,58479.25,82800.0
2023,0.0,26574.51,144112.84,0.0,58479.25,79200.0
2024,0.0,26964.11,145786.33,0.0,58479.25,79200.0
2025,0.0,27418.65,140320.79,0.0,58479.25,75600.0
2026,0.0,27938.12,142440.08,0.0,58479.25,75600.0
2027,0.0,28392.65,136666.44,0.0,58479.25,72000.0
2028,0.0,28782.26,138171.88,0.0,58479.25,72000.0
2029,0.0,29236.79,132118.16,0.0,58479.25,68400.0
2030,0.0,29561.46,125422.58,0.0,58479.25,64800.0
2031,0.0,30145.86,127428.66,0.0,58479.25,64800.0
