year,Base case diesel consumed,Modeled non-residential ashp
2017,896.085129523,-1051.92602356
2018,896.085129523,-1051.92602356
2019,896.085129523,-1051.92602356
2020,896.085129523,-1051.92602356
2021,896.085129523,-1051.92602356
2022,896.085129523,-1051.92602356
2023,896.085129523,-1051.92602356
2024,896.085129523,-1051.92602356
2025,896.085129523,-1051.92602356
2026,896.085129523,-1051.92602356
2027,896.085129523,-1051.92602356
2028,896.085129523,-1051.92602356
2029,896.085129523,-1051.92602356
2030,896.085129523,-1051.92602356
2031,896.085129523,-1051.92602356
