year,Base case cost,Modeled diesel efficiency
2019,128462.906504,288171.967157
2020,137518.273976,292387.224731
2021,144194.272834,294533.565829
2022,149831.94809,295827.915807
2023,153894.902975,295780.486588
2024,157534.452643,295435.823595
2025,161953.443812,295885.369066
2026,166636.560809,296658.647485
2027,170891.5879,297124.411828
2028,174706.813365,297270.101068
2029,179827.948683,298680.857042
2030,183526.615989,298874.510606
2031,189265.571075,300997.239469
2032,193972.892293,302254.646755
2033,199537.733144,304362.444798
2034,205165.0365,306596.194589
2035,208991.192904,307260.084352
2036,214725.463301,309724.586574
2037,219281.650241,311182.521038
2038,225135.38018,313882.947637
