year,Base case cost,Modeled residential energy efficiency
2017,371431.39966,374199.223715
2018,399830.890699,396854.07673
2019,425774.639605,415761.99521
2020,448336.353409,434140.237674
2021,467705.414658,450104.993005
2022,485169.150523,464646.636056
2023,489801.093103,466837.804665
2024,504519.072168,479299.41852
2025,520214.364617,492625.86516
2026,525857.841071,495787.182343
2027,541878.228194,509507.319811
2028,557263.506855,522773.464049
2029,574534.971297,537662.078937
2030,577965.137938,539185.014562
2031,596419.238715,555170.635302
