year,Base case cost,Modeled water and wastewater efficiency
2017,57803.2371418,48618.7199978
2018,60902.9837448,50481.0542912
2019,65036.3656735,53043.0529466
2020,66975.5854912,54138.4615746
2021,68337.1084673,54851.368345
2022,69351.8601154,55336.6075311
2023,70020.5557089,55594.3974276
2024,70573.3048836,55779.1939422
2025,71240.4250502,56045.4298019
2026,72021.5567468,56392.8489448
2027,72687.5144026,56667.2182295
2028,73238.319161,56868.4779787
2029,74014.5704754,57226.5757684
2030,74446.9821704,57357.4931638
2031,75338.0137138,57800.3760986
